Restaurant ID,Restaurant Name,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
17559793,Fishpatrick's Crabby Cafe,"Burger, Seafood, Steak",25,Dollar($),No,No,No,No,2,3.2,Orange,Average,16
16668008,Arigato Sushi,Asian,25,Dollar($),No,No,No,No,2,3.3,Orange,Average,26
18212135,Denny's,American,190,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,207
5704255,Famous Dave's Barbecue,American,260,Emirati Diram(AED),No,Yes,No,No,4,4.6,Dark Green,Excellent,376
5701978,Pizza Di Rocco,"Italian, Pizza",150,Emirati Diram(AED),Yes,Yes,No,No,3,4.4,Green,Very Good,471
5701729,Sofra Istanbul,"Turkish, Arabian, Middle Eastern",70,Emirati Diram(AED),No,No,No,No,2,4.3,Green,Very Good,224
5704168,Salt,"Fast Food, Burger",100,Emirati Diram(AED),No,No,No,No,3,4.2,Green,Very Good,228
18277098,Genghis Grill,Asian,180,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,81
5701446,Olive Garden,"Italian, Pizza",230,Emirati Diram(AED),No,No,No,No,4,4.1,Green,Very Good,422
5700052,Cho Gao - Crowne Plaza Abu Dhabi,"Thai, Japanese, Chinese, Indonesian, Vietnamese",350,Emirati Diram(AED),Yes,Yes,No,No,4,4.4,Green,Very Good,246
5702418,Gazebo,"Indian, North Indian, Mughlai, Biryani",120,Emirati Diram(AED),Yes,Yes,No,No,3,4,Green,Very Good,355
5700386,Sangeetha Vegetarian Restaurant,"Indian, South Indian",60,Emirati Diram(AED),No,Yes,No,No,2,3.6,Yellow,Good,268
5704202,Hot Palayok,"Filipino, Japanese, Asian",100,Emirati Diram(AED),No,Yes,No,No,3,4.5,Dark Green,Excellent,162
5701052,Applebee's,"American, Mexican, Seafood",250,Emirati Diram(AED),No,Yes,No,No,4,4,Green,Very Good,205
5704118,Tikka Tonight,"Pakistani, Afghani, Indian, Hyderabadi",50,Emirati Diram(AED),No,Yes,No,No,2,4,Green,Very Good,277
5701548,Bait El Khetyar,"Lebanese, Arabian, Middle Eastern",70,Emirati Diram(AED),No,Yes,No,No,2,4,Green,Very Good,380
18235425,Indian By Nature,Indian,80,Emirati Diram(AED),Yes,Yes,No,No,3,4.3,Green,Very Good,180
5702615,Via Delhi,"Indian, North Indian, Chinese",100,Emirati Diram(AED),No,Yes,No,No,3,4,Green,Very Good,525
5703500,Punjab Grill,"Indian, North Indian",330,Emirati Diram(AED),Yes,No,No,No,4,4.9,Dark Green,Excellent,216
18253896,Tamba,Indian,500,Emirati Diram(AED),Yes,No,No,No,4,4.7,Dark Green,Excellent,201
5701917,P.F. Chang's,Chinese,250,Emirati Diram(AED),No,No,No,No,4,4.2,Green,Very Good,435
5702574,The Cheesecake Factory,"American, Desserts",200,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,586
202321,The Farm,"Mediterranean, Italian, Thai, European",280,Emirati Diram(AED),Yes,No,No,No,3,3.9,Yellow,Good,927
206488,Maharaja Bhog,"Indian, Rajasthani",90,Emirati Diram(AED),Yes,Yes,No,No,2,4.1,Green,Very Good,1448
209654,Rasoi Ghar,Indian,90,Emirati Diram(AED),Yes,Yes,No,No,2,4.3,Green,Very Good,1281
18340881,Barbeque Nation,"Indian, North Indian",150,Emirati Diram(AED),Yes,No,No,No,3,4.5,Dark Green,Excellent,307
18233284,Farzi Cafe,"International, Indian",200,Emirati Diram(AED),Yes,No,No,No,3,4.5,Dark Green,Excellent,909
18269368,AB's Absolute Barbecues,"Continental, Indian",160,Emirati Diram(AED),Yes,No,No,No,3,4.9,Dark Green,Excellent,641
18254160,Carnival By Tresind,Indian,500,Emirati Diram(AED),Yes,No,No,No,4,4.9,Dark Green,Excellent,322
208939,AB's Absolute Barbecues,"Indian, Continental",160,Emirati Diram(AED),Yes,No,No,No,3,4.8,Dark Green,Excellent,2510
201531,Hard Rock Cafe,"American, Burger",300,Emirati Diram(AED),No,No,No,No,4,4.5,Dark Green,Excellent,1388
208965,The Coffee Club,Cafe,140,Emirati Diram(AED),No,Yes,No,No,3,4.5,Dark Green,Excellent,403
208778,SALT,"Fast Food, Burger",100,Emirati Diram(AED),No,No,No,No,3,4.3,Green,Very Good,1351
209703,Din Tai Fung,"Asian, Chinese",160,Emirati Diram(AED),No,No,No,No,3,4.3,Green,Very Good,661
18381837,SpiceKlub,"Indian, North Indian, Street Food",150,Emirati Diram(AED),Yes,No,No,No,3,4.4,Green,Very Good,281
208850,Tresind - Nassima Royal Hotel,Indian,500,Emirati Diram(AED),Yes,No,No,No,4,4.9,Dark Green,Excellent,1352
210134,Grand Barbeque Buffet Restaurant,"Indian, Asian",150,Emirati Diram(AED),Yes,Yes,No,No,3,4.4,Green,Very Good,552
201044,Red Lobster,"Seafood, American",285,Emirati Diram(AED),No,No,No,No,3,3.2,Orange,Average,506
201340,The Cheesecake Factory,"American, Desserts",270,Emirati Diram(AED),No,No,No,No,3,4.7,Dark Green,Excellent,2424
18289126,Parker's,"Cafe, Burger",170,Emirati Diram(AED),No,No,No,No,3,4.3,Green,Very Good,386
202507,Applebee's,"American, Mexican, Burger",250,Emirati Diram(AED),No,Yes,No,No,3,3.7,Yellow,Good,500
210139,Grub Shack,"Goan, Chinese, Indian, North Indian",130,Emirati Diram(AED),Yes,Yes,No,No,3,4.3,Green,Very Good,544
5600424,Kamat,"Indian, North Indian, South Indian, Chinese",85,Emirati Diram(AED),No,Yes,No,No,3,3.9,Yellow,Good,285
5602751,Vadakkan Pepper,South Indian,70,Emirati Diram(AED),No,Yes,No,No,3,3.8,Yellow,Good,210
5600457,Gazebo,"Indian, Mughlai, South Indian, Biryani",120,Emirati Diram(AED),No,Yes,No,No,4,4.1,Green,Very Good,372
5600642,Katis Restaurant,"Indian, North Indian, Chinese",65,Emirati Diram(AED),No,No,No,No,3,4.3,Green,Very Good,316
18268134,Zaroob,Lebanese,110,Emirati Diram(AED),No,Yes,No,No,4,3.9,Yellow,Good,69
18376208,Derby,"Fast Food, American",40,Emirati Diram(AED),No,No,No,No,2,4.1,Green,Very Good,33
5600959,Nayaab Haandi,"Pakistani, Indian",100,Emirati Diram(AED),No,Yes,No,No,4,4.1,Green,Very Good,449
5600103,Najmat Lahore Restaurant,"Pakistani, Indian, Mughlai",80,Emirati Diram(AED),No,Yes,No,No,3,4.2,Green,Very Good,504
5602586,Saffron,"Pakistani, Chinese, Indian, Afghani",90,Emirati Diram(AED),No,Yes,No,No,3,4.1,Green,Very Good,192
5600961,Pizza Hut,"Fast Food, Pizza",80,Emirati Diram(AED),No,No,No,No,3,2.4,Red,Poor,154
5600960,Al Mukhtar Bakery,"Bakery, Arabian, Middle Eastern",50,Emirati Diram(AED),No,No,No,No,2,4.2,Green,Very Good,142
5601340,Aroos Damascus,"Arabian, Middle Eastern",60,Emirati Diram(AED),No,No,No,No,3,4.2,Green,Very Good,444
5600701,Nando's,"African, Portuguese",160,Emirati Diram(AED),No,Yes,No,No,4,4.2,Green,Very Good,265
5601404,Peking Chinese Restaurant,"Chinese, Thai",130,Emirati Diram(AED),No,Yes,No,No,4,3.8,Yellow,Good,227
5600556,TGI Friday's,"American, Mexican",250,Emirati Diram(AED),No,Yes,No,No,4,3.9,Yellow,Good,357
5602055,Rajasthan Al Malaki,"Indian, North Indian",60,Emirati Diram(AED),No,No,No,No,3,4.8,Dark Green,Excellent,459
5601521,Applebee's,"American, Mexican, Burger",250,Emirati Diram(AED),No,Yes,No,No,4,4.1,Green,Very Good,197
5602377,Paper Fig,"Cafe, Bakery, Desserts",150,Emirati Diram(AED),No,No,No,No,4,4.5,Dark Green,Excellent,143
5602884,Sis Burger,"Fast Food, Burger",50,Emirati Diram(AED),No,No,No,No,2,3.8,Yellow,Good,12
5602942,Crafted Blends,Cafe,110,Emirati Diram(AED),No,No,No,No,4,4.2,Green,Very Good,43
3400025,Jahanpanah,"North Indian, Mughlai",850,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,140
3400341,Rangrezz Restaurant,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,71
3400005,Time2Eat - Mama Chicken,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,94
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Rajasthani,400,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,87
3400017,Pinch Of Spice,"North Indian, Chinese, Mughlai",1000,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,177
3400325,MoMo Cafe,"North Indian, European",2000,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,45
3400059,Peshawri - ITC Mughal,"North Indian, Mughlai",2500,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,133
3400060,Taj Bano - ITC Mughal,Mughlai,2500,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,41
3400348,G Thal,"Rajasthani, Gujarati, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,59
3400072,Dawat-e-Nawab - Radisson Blu,"North Indian, Mughlai",3600,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,46
3400073,The Latitude - Radisson Blu,"North Indian, Chinese, Continental",0,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,103
3400019,Dasaprakash Restaurant,"South Indian, Desserts",550,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,121
3400033,The Charcoal Chimney,"North Indian, Chinese, Continental, Mughlai",1100,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,70
3400346,Sheroes Hangout,"Cafe, North Indian, Chinese",0,Indian Rupees(Rs.),No,No,No,No,1,4.9,Dark Green,Excellent,77
3400350,Bon Barbecue,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,57
3400391,Chapter 1 Cafe,"Cafe, Italian, Mexican, North Indian, Continental",0,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,98
3400016,Pind Balluchi,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,175
3400105,Pizza Hut,"Italian, Pizza",700,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,134
3400326,Tea'se Me - Rooftop Tea Boutique,"Chinese, Italian, Continental, North Indian",1000,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,166
3400392,Thaaliwala,"North Indian, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,168
111895,650 - The Global Kitchen,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,1582
110502,Patang - The Revolving Restaurant,"Continental, Chinese, North Indian",1800,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good,1315
18396250,Huber & Holly,"Ice Cream, Desserts, Continental",300,Indian Rupees(Rs.),No,Yes,No,No,1,4.5,Dark Green,Excellent,217
113702,@Mango,"North Indian, Continental, Mexican, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,769
113433,Fozzie's Pizzaiolo,"Pizza, Italian, Beverages, Desserts",900,Indian Rupees(Rs.),No,Yes,No,No,3,4.3,Green,Very Good,731
18438909,La Pino'z Pizza,"Pizza, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,113
18143128,Mocha,"Cafe, Continental, Desserts",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,944
18438944,Blue -  Rooftop Cafe Restaurant Bistro,"North Indian, Cafe, Italian, Mexican, Continental",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,63
110436,MoMo Caf� - Courtyard By Marriott,"North Indian, South Indian, Asian, Continental",1400,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,375
18385201,Cryo Lab,"Desserts, Ice Cream",350,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,166
110395,Swati Snacks,"Fast Food, Street Food, South Indian",450,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,697
18335583,Brick Kitchen,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,325
110237,Kabir Restaurant,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,432
113537,Puffizza,"Italian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,744
113703,Cafe Alfresco,"Cafe, Beverages, Desserts, Pizza",700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,404
18385186,The Cafe Baraco,"Cafe, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,317
113325,Nini's Kitchen,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,Indian Rupees(Rs.),No,Yes,No,No,3,4.5,Dark Green,Excellent,1138
111826,Yanki Sizzlers,"Continental, Italian, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,1041
110516,The Garden Cafe - The Fern,"North Indian, Italian, Asian, South Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,192
18371341,Mazzo,"Cafe, American, Continental, Armenian, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,166
113570,Turquoise Villa,Continental,1200,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,535
2400020,Aryan Family's Delight,"North Indian, South Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,57
2400148,Bean Here,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,76
2400019,Bikanerwala,"North Indian, Street Food, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,51
2400193,Dewsis,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,99
2400027,Friends Forever,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,83
17960073,Hotel Ravisha Continental,"North Indian, South Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,18
2400119,KFC,"American, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,58
2400014,McDonald's,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,53
2400403,Pind Balluchi,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,6
2400349,Pizza Hut,"Italian, Pizza",700,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,35
2400279,Subway,"Fast Food, American, Salad, Healthy Food",400,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,32
2400017,Tandoor Restaurant,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,151
18317988,The BrewMaster,"North Indian, Chinese, Italian",0,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,49
2400144,The Tamarind Tree,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,106
2400195,Cafe El Chico,"Continental, Italian",1000,Indian Rupees(Rs.),No,No,No,No,4,3.6,Yellow,Good,59
2400052,Eat On,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,105
2400016,Hot Stuff,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,105
2400293,Paradise,"Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,57
2400009,Sagar Ratna,"South Indian, North Indian, Chinese, Continental",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,134
2400010,Moti Mahal Delux,"Mughlai, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,58
2200011,Makhan Fish and Chicken Corner,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,345
2200078,Charming Chicken,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,151
18204507,Ahuja Milk Bhandar,Beverages,100,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,52
2200030,Crystal Restaurant,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,122
2200201,Brijwasi Chat Bhandar,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,56
2200067,Bubby Fish & Chicken Corner,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,91
2200358,Bon Gateau,"Cafe, Bakery, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,26
2200001,The Yellow Chilli,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,98
2200033,La Roma Pizzeria,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,111
2200283,Sakhis Watz Kukin,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,51
2200045,The Kulcha Land,"North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,206
2200149,Shudh Restaurant,"North Indian, South Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,44
2200043,Bade Bhai Ka Brothers' Dhaba,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,94
2200044,Bharawan Da Dhaba,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,461
2200132,Brothers Dhaba,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,276
2200236,Brothers' Amritsari Dhaba,North Indian,400,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,71
2200175,Gurdas Ram Jalebi Wala,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,104
2200000,Kesar Da Dhabha,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,878
2200055,Beera Chicken Corner,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,192
2200034,Surjit Food Plaza,North Indian,1000,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,96
2200153,Kanha Sweets,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,140
2500023,Kream N Krunch,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,240
2500076,Balbeer's Kitchen & Bar,"Italian, Continental, Chinese, North Indian",850,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,65
2500054,Angeethi Restaurant,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,63
2500134,Domino's Pizza,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,19
2500069,Hotel Laadli,"North Indian, South Indian",350,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,46
2500256,Indiana Veg Restaurant,"South Indian, North Indian, Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,75
2500024,Madhuban Restaurant - Welcome Hotel Rama International,"North Indian, Chinese, Continental, Italian, Mexican",1800,Indian Rupees(Rs.),No,No,No,No,4,3.4,Orange,Average,94
2500075,Mauj Restaurant,"Italian, Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,47
2500029,Naivedya,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,71
2500079,d' Curry House,"Continental, Chinese, Biryani, North Indian",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,73
2500343,Mokoholic Juice Bar,"Juices, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,21
2500052,Ashoka's Veg Restaurant,"South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,46
2500062,Kareem's Fine Dining,"Mughlai, Biryani",700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,45
2500056,That Baat,Maharashtrian,450,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,34
2500030,Bhoj Restaurant,North Indian,450,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,89
2500390,Downside Up,"Cafe, Mughlai, North Indian",400,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,8
2500007,Kareem's Kabab & Biryani,Mughlai,650,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,39
2500123,Great Sagar Restaurant,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,74
2500122,Kailash Restaurant,"North Indian, Chinese, South Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,76
2500346,Yalla Yalla,"North Indian, Hyderabadi",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,71
50943,Sultans of Spice,"North Indian, Mughlai",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.1,Green,Very Good,2416
58268,The Fatty Bao - Asian Gastro Bar,Asian,2400,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.7,Dark Green,Excellent,2369
51705,Toit,"Italian, American, Pizza",2000,Indian Rupees(Rs.),No,No,No,No,4,4.8,Dark Green,Excellent,10934
18162866,Three Dots & A Dash,"European, Continental",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,1354
18407918,Bombay Brasserie,Modern Indian,1500,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,231
56464,Glen's Bakehouse,"Bakery, Desserts, Cafe",800,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,3533
18221572,Onesta,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,1413
18359919,Onesta,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,781
18439634,ECHOES Koramangala,"Continental, American, Italian, North Indian, Chinese, Cafe",950,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,276
51040,Truffles,"American, Burger, Cafe",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.7,Dark Green,Excellent,9667
54162,The Black Pearl,"North Indian, European, Mediterranean",1400,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,5385
18305628,Eat Street,"North Indian, Chinese, Italian, Street Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,753
18385443,Koramangala Social,"Continental, American",1500,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,1288
56618,AB's - Absolute Barbecues,"European, Mediterranean, North Indian",1400,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,6907
18353121,Flechazo,"Asian, Mediterranean, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,983
18366652,Onesta,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,627
18430785,Communiti,Continental,1200,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,334
58882,Big Brewsky,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.5,Dark Green,Excellent,5705
18422898,Hoot,"Continental, Italian, North Indian",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,405
18339874,Farzi Cafe,Modern Indian,1500,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,754
2600472,Black N White Cafe,"Cafe, Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,51
2600514,Maybe There,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,63
2600109,Sagar Gaire Fast Food,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,4.9,Dark Green,Excellent,427
2600311,The Kasbah,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,126
2600008,Bake N Shake,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,223
2600031,10 Downing Street,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,257
2600250,Chi Kitchen,Chinese,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,103
2600025,Pizza Hut,Pizza,650,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,118
2600494,Kafe Kulture,"Cafe, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,98
18108352,Violet Hour,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,33
2600079,Bapu Ki Kutia,"North Indian, Chinese, South Indian, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,175
2600340,Da pizzeria,"Pizza, Italian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,111
18461339,Papa Mexicano,"Fast Food, Mexican, Tex-Mex",350,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,20
2600010,Bake N Shake,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,103
2600230,Manohar Dairy And Restaurant,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,243
2600003,Manohar Dairy And Restaurant,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,238
2600303,Kebabsville - Sayaji Hotel,North Indian,1800,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,128
2600180,Indian Coffee House,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,161
2600393,The Urban Socialite,"Italian, Mexican, Chinese",900,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,79
2600007,Bake N Shake,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,120
2900587,Tyre Patty,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,289
2900354,Silver Streak,Chinese,550,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,379
2900633,Barbeque Nation,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,154
18408676,Central Perk 7,"Cafe, Charcoal Grill, Steak",600,Indian Rupees(Rs.),No,No,No,No,2,4.5,Dark Green,Excellent,145
2900234,The Chicken Dinesty,"Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,247
2900550,Taste Of China,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,145
18362677,Michael's Kitchen,"North Indian, Asian, European",850,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,118
